Step,AgentID,Wealth,category,vision
,2569,54,ant,2
,2570,29,ant,5
,2571,21,ant,4
,2572,30,ant,2
,2574,34,ant,5
,2576,22,ant,4
,2577,21,ant,2
,2578,24,ant,4
,2580,29,ant,1
,2583,20,ant,5
,2585,18,ant,1
,2586,12,ant,5
,2587,30,ant,5
,2588,4,ant,5
,2589,35,ant,5
,2591,10,ant,4
,2592,37,ant,5
,2593,15,ant,5
,2594,27,ant,1
,2595,47,ant,3
,2596,4,ant,1
,2597,55,ant,5
,2598,53,ant,2
,2599,30,ant,2
17,2500,29,ant,3
,2501,39,ant,1
,2505,37,ant,2
,2508,28,ant,4
,2509,50,ant,4
,2510,2,ant,1
,2514,23,ant,5
,2515,25,ant,1
,2517,40,ant,2
,2519,15,ant,4
,2521,42,ant,5
,2523,18,ant,2
,2524,46,ant,4
,2526,46,ant,2
,2527,5,ant,1
,2530,26,ant,4
,2532,2,ant,2
,2533,9,ant,4
,2535,14,ant,1
,2536,13,ant,4
,2537,19,ant,3
,2538,38,ant,5
,2539,24,ant,5
,2540,27,ant,5
,2542,29,ant,5
,2543,15,ant,1
,2544,9,ant,5
,2545,28,ant,4
,2546,8,ant,3
,2548,41,ant,1
,2549,22,ant,3
,2551,30,ant,3
,2553,47,ant,2
,2554,20,ant,5
,2555,25,ant,4
,2556,23,ant,2
,2557,20,ant,5
,2559,50,ant,2
,2562,47,ant,5
,2565,33,ant,2
,2566,38,ant,3
,2569,56,ant,2
,2570,30,ant,5
,2571,23,ant,4
,2572,31,ant,2
,2574,35,ant,5
,2576,23,ant,4
,2577,22,ant,2
,2578,25,ant,4
,2580,30,ant,1
,2583,21,ant,5
,2585,18,ant,1
,2586,12,ant,5
,2587,32,ant,5
,2588,3,ant,5
,2589,36,ant,5
,2591,10,ant,4
,2592,38,ant,5
,2593,16,ant,5
,2594,26,ant,1
,2595,49,ant,3
,2596,3,ant,1
,2597,57,ant,5
,2598,55,ant,2
,2599,31,ant,2
18,2500,30,ant,3
,2501,39,ant,1
,2505,38,ant,2
,2508,29,ant,4
,2509,52,ant,4
,2510,2,ant,1
,2514,24,ant,5
,2515,24,ant,1
,2517,42,ant,2
,2519,15,ant,4
,2521,44,ant,5
,2523,18,ant,2
,2524,48,ant,4
,2526,48,ant,2
,2527,4,ant,1
,2530,27,ant,4
,2532,1,ant,2
,2533,11,ant,4
,2535,15,ant,1
,2536,15,ant,4
,2537,20,ant,3
,2538,40,ant,5
,2539,25,ant,5
,2540,28,ant,5
,2542,30,ant,5
,2543,16,ant,1
,2544,10,ant,5
,2545,30,ant,4
,2546,8,ant,3
,2548,40,ant,1
,2549,23,ant,3
,2551,32,ant,3
,2553,49,ant,2
,2554,21,ant,5
,2555,27,ant,4
,2556,25,ant,2
,2557,22,ant,5
,2559,52,ant,2
,2562,49,ant,5
,2565,35,ant,2
,2566,40,ant,3
,2569,58,ant,2
,2570,31,ant,5
,2571,25,ant,4
,2572,32,ant,2
,2574,36,ant,5
,2576,24,ant,4
,2577,23,ant,2
,2578,26,ant,4
,2580,31,ant,1
,2583,22,ant,5
,2585,18,ant,1
,2586,12,ant,5
,2587,34,ant,5
,2588,2,ant,5
,2589,37,ant,5
,2591,10,ant,4
,2592,39,ant,5
,2593,17,ant,5
,2594,25,ant,1
,2595,51,ant,3
,2596,2,ant,1
,2597,59,ant,5
,2598,57,ant,2
,2599,32,ant,2
19,2500,30,ant,3
,2501,39,ant,1
,2505,39,ant,2
,2508,30,ant,4
,2509,54,ant,4
,2510,2,ant,1
,2514,25,ant,5
,2515,23,ant,1
,2517,43,ant,2
,2519,15,ant,4
,2521,46,ant,5
,2523,18,ant,2
,2524,49,ant,4
,2526,49,ant,2
,2527,3,ant,1
,2530,27,ant,4
,2533,12,ant,4
,2535,16,ant,1
,2536,17,ant,4
,2537,21,ant,3
,2538,41,ant,5
,2539,26,ant,5
,2540,29,ant,5
,2542,31,ant,5
,2543,16,ant,1
,2544,11,ant,5
,2545,32,ant,4
,2546,8,ant,3
,2548,40,ant,1
,2549,24,ant,3
,2551,33,ant,3
,2553,49,ant,2
,2554,22,ant,5
,2555,28,ant,4
,2556,27,ant,2
,2557,24,ant,5
,2559,53,ant,2
,2562,51,ant,5
,2565,37,ant,2
,2566,41,ant,3
,2569,59,ant,2
,2570,32,ant,5
,2571,27,ant,4
,2572,33,ant,2
,2574,37,ant,5
,2576,24,ant,4
,2577,24,ant,2
,2578,27,ant,4
,2580,31,ant,1
,2583,23,ant,5
,2585,18,ant,1
,2586,13,ant,5
,2587,36,ant,5
,2588,1,ant,5
,2589,38,ant,5
,2591,10,ant,4
,2592,40,ant,5
,2593,18,ant,5
,2594,26,ant,1
,2595,52,ant,3
,2596,1,ant,1
,2597,61,ant,5
,2598,59,ant,2
,2599,32,ant,2
20,2500,31,ant,3
,2501,40,ant,1
,2505,40,ant,2
,2508,31,ant,4
,2509,56,ant,4
,2510,2,ant,1
,2514,26,ant,5
,2515,23,ant,1
,2517,44,ant,2
,2519,15,ant,4
,2521,48,ant,5
,2523,18,ant,2
,2524,51,ant,4
,2526,51,ant,2
,2527,2,ant,1
,2530,28,ant,4
,2533,14,ant,4
,2535,16,ant,1
,2536,19,ant,4
,2537,22,ant,3
,2538,43,ant,5
,2539,27,ant,5
,2540,30,ant,5
,2542,32,ant,5
,2543,17,ant,1
,2544,12,ant,5
,2545,34,ant,4
,2546,8,ant,3
,2548,42,ant,1
,2549,25,ant,3
,2551,35,ant,3
,2553,51,ant,2
,2554,23,ant,5
,2555,30,ant,4
,2556,29,ant,2
,2557,26,ant,5
,2559,55,ant,2
,2562,53,ant,5
,2565,38,ant,2
,2566,43,ant,3
,2569,61,ant,2
,2570,33,ant,5
,2571,29,ant,4
,2572,34,ant,2
,2574,38,ant,5
,2576,25,ant,4
,2577,25,ant,2
,2578,28,ant,4
,2580,31,ant,1
,2583,24,ant,5
,2585,18,ant,1
,2586,14,ant,5
,2587,38,ant,5
,2589,39,ant,5
,2591,10,ant,4
,2592,41,ant,5
,2593,19,ant,5
,2594,27,ant,1
,2595,54,ant,3
,2597,63,ant,5
,2598,61,ant,2
,2599,33,ant,2
